leaid	FIPST	STNAME	LEANAME07	cbsaID07	cbsaNAME07	cbsaAREA07
0602370	06	California	ALVINA ELEMENTARY	23420	Fresno, CA Metropolitan Statistical Area	6.9899146251
0602430	06	California	ALVORD UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	30.912002295
0602450	06	California	AMADOR COUNTY UNIFIED	O	O	594.67393401
0602550	06	California	AMERICAN UNION ELEMENTARY	23420	Fresno, CA Metropolitan Statistical Area	38.704348823
0602610	06	California	ANAHEIM CITY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	21.02609819
0602630	06	California	ANAHEIM UNION HIGH	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	40.462909867
0602670	06	California	WEST SONOMA COUNTY UNION HIGH	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	325.36697583
0602700	06	California	ANDERSON UNION HIGH	39820	Redding, CA Metropolitan Statistical Area	237.66060808
0602730	06	California	ANDERSON VALLEY UNIFIED	46380	Ukiah, CA Micropolitan Statistical Area	349.50436141
0602760	06	California	ANTELOPE ELEMENTARY	39780	Red Bluff, CA Micropolitan Statistical Area	40.66060615
0602820	06	California	ANTELOPE VALLEY UNION HIGH	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	1388.3007767
0602850	06	California	ANTIOCH UNIFIED	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	39.699895521
0602970	06	California	ARCADIA UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	12.629361989
0603000	06	California	ARCATA ELEMENTARY	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	18.155179097
0603030	06	California	NORTHERN HUMBOLDT UNION HIGH	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	702.87025461
0603060	06	California	ARCOHE UNION ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	115.98788334
0603090	06	California	ARENA UNION ELEMENTARY	46380	Ukiah, CA Micropolitan Statistical Area	150.82940886
0603180	06	California	ARMONA UNION ELEMENTARY	25260	Hanford-Corcoran, CA Metropolitan Statistical Area	49.29818169
0603270	06	California	ARVIN UNION ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	314.92736916
0603300	06	California	ATASCADERO UNIFIED	42020	San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area	1199.6732688
0603420	06	California	ATWATER ELEMENTARY	32900	Merced, CA Metropolitan Statistical Area	45.058607994
0603480	06	California	AUBURN UNION ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	59.709133015
0603600	06	California	AZUSA UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	148.71326624
0603610	06	California	BAKER VALLEY UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	3931.1826074
0603630	06	California	BAKERSFIELD CITY	12540	Bakersfield, CA Metropolitan Statistical Area	149.22765318
0603690	06	California	BALDWIN PARK UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	8.5304607589
0603720	06	California	BALLARD ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	6.4756052924
0603750	06	California	BALLICO-CRESSEY ELEMENTARY	32900	Merced, CA Metropolitan Statistical Area	57.664201147
0603780	06	California	BANGOR UNION ELEMENTARY	17020	Chico, CA Metropolitan Statistical Area	39.960545763
0603840	06	California	BANNING UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	303.78546426
0603870	06	California	BANTA ELEMENTARY	44700	Stockton, CA Metropolitan Statistical Area	36.449009416
0604020	06	California	BARSTOW UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	1828.8312398
0604080	06	California	BASS LAKE JOINT ELEMENTARY	O	O	28.399950502
0604080	06	California	BASS LAKE JOINT ELEMENTARY	31460	Madera, CA Metropolitan Statistical Area	250.19372522
0604110	06	California	BASSETT UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	3.4736207272
0604200	06	California	BAYSHORE ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	1.618001705
0604230	06	California	BEAR VALLEY UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	233.7550089
0604260	06	California	BEARDSLEY ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	32.328686465
0604290	06	California	BEAUMONT UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	73.919543257
0604350	06	California	BELLA VISTA ELEMENTARY	39820	Redding, CA Metropolitan Statistical Area	85.863547244
0604380	06	California	BELLEVUE UNION ELEMENTARY	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	22.557758955
0604440	06	California	BELLFLOWER UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	7.0914540917
0604500	06	California	BELLEVIEW ELEMENTARY	38020	Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area	15.325118881
0604530	06	California	BELMONT-REDWOOD SHORES ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	10.704231448
0604560	06	California	BELRIDGE ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	131.52165107
0604590	06	California	BEND ELEMENTARY	39780	Red Bluff, CA Micropolitan Statistical Area	76.903272525
0604620	06	California	BENICIA UNIFIED	46700	Vallejo-Fairfield, CA Metropolitan Statistical Area	31.606890457
0604650	06	California	BENNETT VALLEY UNION ELEMENTARY	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	18.004286892
0604740	06	California	BERKELEY UNIFIED	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	10.379189788
0604800	06	California	BERRYESSA UNION ELEMENTARY	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	13.804156622
0604830	06	California	BEVERLY HILLS UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	5.9926227457
0604860	06	California	BIG CREEK ELEMENTARY	23420	Fresno, CA Metropolitan Statistical Area	779.05048711
0604890	06	California	BIG LAGOON UNION ELEMENTARY	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	88.114073888
0604950	06	California	BIG PINE UNIFIED	13860	Bishop, CA Micropolitan Statistical Area	1352.2286706
0604980	06	California	BIG SPRINGS UNION ELEMENTARY	O	O	86.616147642
0605010	06	California	BIG VALLEY JOINT UNIFIED	45000	Susanville, CA Micropolitan Statistical Area	604.59166683
0605010	06	California	BIG VALLEY JOINT UNIFIED	O	O	604.82542853
0605040	06	California	BIGGS UNIFIED	17020	Chico, CA Metropolitan Statistical Area	127.78327313
0605130	06	California	BISHOP UNION ELEMENTARY	13860	Bishop, CA Micropolitan Statistical Area	960.49445171
0605160	06	California	BISHOP JOINT UNION HIGH	O	O	19.441364979
0605160	06	California	BISHOP JOINT UNION HIGH	13860	Bishop, CA Micropolitan Statistical Area	1125.0813046
0605190	06	California	BITTERWATER-TULLY UNION ELEMENTARY	41500	Salinas, CA Metropolitan Statistical Area	0.325489925
0605190	06	California	BITTERWATER-TULLY UNION ELEMENTARY	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	275.14353734
0605220	06	California	BLACK BUTTE UNION ELEMENTARY	39820	Redding, CA Metropolitan Statistical Area	185.42223748
0605240	06	California	BLACK OAK MINE UNIFIED	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	403.86078005
0605250	06	California	BLAKE ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	115.60816382
0605280	06	California	BLOCHMAN UNION ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	258.57773202
0605400	06	California	BLUE LAKE UNION ELEMENTARY	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	119.55390102
0605490	06	California	BOGUS ELEMENTARY	O	O	85.334007339
0605520	06	California	BOLINAS-STINSON UNION	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	37.634606415
0605580	06	California	SANTA MARIA-BONITA ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	48.052394065
0605610	06	California	BONITA UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	38.306928835
0605640	06	California	BONNY DOON UNION ELEMENTARY	42100	Santa Cruz-Watsonville, CA Metropolitan Statistical Area	28.948131034
0605670	06	California	BONSALL UNION ELEMENTARY	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	69.033039535
0605700	06	California	BORREGO SPRINGS UNIFIED	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	384.57509803
0605730	06	California	BRADLEY UNION ELEMENTARY	41500	Salinas, CA Metropolitan Statistical Area	207.56294431
0605790	06	California	BRAWLEY ELEMENTARY	20940	El Centro, CA Metropolitan Statistical Area	90.119596693
0605820	06	California	BRAWLEY UNION HIGH	20940	El Centro, CA Metropolitan Statistical Area	783.48709029
0605880	06	California	BREA-OLINDA UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	20.580527786
0605910	06	California	BRENTWOOD UNION ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	56.432210497
0605940	06	California	BRET HARTE UNION HIGH	O	O	425.32118682
0606000	06	California	BRIDGEVILLE ELEMENTARY	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	303.9011146
0606030	06	California	BRIGGS ELEMENTARY	37100	Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area	21.760220897
0606060	06	California	BRISBANE ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	4.8066249728
0606090	06	California	BRITTAN ELEMENTARY	49700	Yuba City, CA Metropolitan Statistical Area	62.639879026
0606100	06	California	BROWNS ELEMENTARY	49700	Yuba City, CA Metropolitan Statistical Area	32.508513939
0606270	06	California	BUCKEYE UNION ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	56.326383752
0606330	06	California	BUELLTON UNION ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	67.776486223
0606360	06	California	BUENA PARK ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	7.1404709211
0606390	06	California	PANAMA-BUENA VISTA UNION	12540	Bakersfield, CA Metropolitan Statistical Area	92.134944641
0606420	06	California	BUENA VISTA ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	21.455656165
0606450	06	California	BURBANK UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	17.293097883
0606480	06	California	BURLINGAME ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	5.1926395026
0606510	06	California	BURNT RANCH ELEMENTARY	O	O	179.15850961
0606540	06	California	BURREL UNION ELEMENTARY	23420	Fresno, CA Metropolitan Statistical Area	72.183637916
0606570	06	California	BURTON ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	6.5528917508
0606580	06	California	BUTTE VALLEY UNIFIED	O	O	1180.1391501
0606690	06	California	BUTTEVILLE UNION ELEMENTARY	O	O	122.22735047
0606720	06	California	BUTTONWILLOW UNION ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	213.19072212
0606750	06	California	BYRON UNION ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	72.984347032
0606780	06	California	CABRILLO UNIFIED	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	107.13752419
0606810	06	California	CAJON VALLEY UNION ELEMENTARY	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	64.847294273
0606870	06	California	CALAVERAS UNIFIED	O	O	594.68862288
0606900	06	California	CALEXICO UNIFIED	20940	El Centro, CA Metropolitan Statistical Area	61.255701957
0606960	06	California	CALIENTE UNION ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	269.905254
0606990	06	California	CALIPATRIA UNIFIED	20940	El Centro, CA Metropolitan Statistical Area	420.19316267
0607020	06	California	CALISTOGA JOINT UNIFIED	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	36.22809681
0607020	06	California	CALISTOGA JOINT UNIFIED	34900	Napa, CA Metropolitan Statistical Area	61.597247555
0607140	06	California	CAMBRIAN ELEMENTARY	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	4.1189044119
0607170	06	California	CAMINO UNION ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	103.55651107
0607200	06	California	CAMPBELL UNION ELEMENTARY	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	12.941059572
0607230	06	California	CAMPBELL UNION HIGH	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	30.25724096
0607260	06	California	CAMPTONVILLE ELEMENTARY	49700	Yuba City, CA Metropolitan Statistical Area	52.378836504
0607350	06	California	CANYON ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	3.8421328593
0607410	06	California	CAPAY JOINT UNION ELEMENTARY	39780	Red Bluff, CA Micropolitan Statistical Area	11.187613224
0607410	06	California	CAPAY JOINT UNION ELEMENTARY	O	O	11.918196146
0607440	06	California	CAPISTRANO UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	157.02480282
0607470	06	California	CARDIFF ELEMENTARY	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	2.9210745378
0607500	06	California	CARLSBAD UNIFIED	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	27.846838287
0607530	06	California	CARMEL UNIFIED	41500	Salinas, CA Metropolitan Statistical Area	462.96866124
0607560	06	California	CARPINTERIA UNIFIED	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	40.629021447
0607680	06	California	CASCADE UNION ELEMENTARY	39820	Redding, CA Metropolitan Statistical Area	26.235976769
0607710	06	California	CASMALIA ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	39.11369628
0607740	06	California	CASTAIC UNION ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	151.17038882
0607770	06	California	CASTLE ROCK UNION ELEMENTARY	39820	Redding, CA Metropolitan Statistical Area	184.45463917
0607800	06	California	CASTRO VALLEY UNIFIED	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	68.108053782
0607840	06	California	CAYUCOS ELEMENTARY	42020	San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area	49.032113276
0607900	06	California	CENTER JOINT UNIFIED	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	20.884410661
0607920	06	California	CENTINELA VALLEY UNION HIGH	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	13.069877544
0607950	06	California	CENTRAL ELEMENTARY	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	5.6338620102
0607970	06	California	CENTRAL UNIFIED	23420	Fresno, CA Metropolitan Statistical Area	86.667939774
0607980	06	California	CENTRAL UNION ELEMENTARY	25260	Hanford-Corcoran, CA Metropolitan Statistical Area	175.86275728
0608010	06	California	CENTRAL UNION HIGH	20940	El Centro, CA Metropolitan Statistical Area	156.5438392
0608070	06	California	CENTRALIA ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	5.8777160357
0608130	06	California	CERES UNIFIED	33700	Modesto, CA Metropolitan Statistical Area	63.642405293
0608160	06	California	CHAFFEY JOINT UNION HIGH	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	0.0283082393
0608160	06	California	CHAFFEY JOINT UNION HIGH	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	163.10728853
0608190	06	California	CHARTER OAK UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	5.8565051267
0608250	06	California	CHATOM UNION ELEMENTARY	33700	Modesto, CA Metropolitan Statistical Area	65.168049041
0608340	06	California	CHICAGO PARK ELEMENTARY	46020	Truckee-Grass Valley, CA Micropolitan Statistical Area	6.5970973611
0608370	06	California	CHICO UNIFIED	17020	Chico, CA Metropolitan Statistical Area	328.89701304
0608430	06	California	CHINESE CAMP ELEMENTARY	38020	Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area	61.316352045
0608460	06	California	CHINO VALLEY UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	84.662374497
0608520	06	California	CHOWCHILLA ELEMENTARY	31460	Madera, CA Metropolitan Statistical Area	109.8667434
0608550	06	California	CHOWCHILLA UNION HIGH	31460	Madera, CA Metropolitan Statistical Area	225.60109429
0608580	06	California	CHUALAR UNION ELEMENTARY	41500	Salinas, CA Metropolitan Statistical Area	66.206765051
0608610	06	California	CHULA VISTA ELEMENTARY	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	99.223181343
0608640	06	California	CIENEGA UNION ELEMENTARY	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	71.022066898
0608700	06	California	CINNABAR ELEMENTARY	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	2.4314340453
0608730	06	California	CITRUS SOUTH TULE ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	25.106080028
0608760	06	California	CLAREMONT UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	63.410516188
0608850	06	California	CLAY JOINT ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	0.905495315
0608850	06	California	CLAY JOINT ELEMENTARY	23420	Fresno, CA Metropolitan Statistical Area	4.2443188926
0608880	06	California	CLEAR CREEK ELEMENTARY	46020	Truckee-Grass Valley, CA Micropolitan Statistical Area	30.501899237
0608970	06	California	CLOVERDALE UNIFIED	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	139.34644601
0609030	06	California	CLOVIS UNIFIED	23420	Fresno, CA Metropolitan Statistical Area	190.06580417
0609070	06	California	COACHELLA VALLEY UNIFIED	20940	El Centro, CA Metropolitan Statistical Area	101.19250282
0609070	06	California	COACHELLA VALLEY UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	953.42890044
0609120	06	California	COALINGA-HURON JOINT UNIFIED	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	10.524292777
0609120	06	California	COALINGA-HURON JOINT UNIFIED	41500	Salinas, CA Metropolitan Statistical Area	31.527050704
0609120	06	California	COALINGA-HURON JOINT UNIFIED	23420	Fresno, CA Metropolitan Statistical Area	876.76346107
0609150	06	California	COARSEGOLD UNION ELEMENTARY	31460	Madera, CA Metropolitan Statistical Area	72.679429017
0609240	06	California	COFFEE CREEK ELEMENTARY	O	O	358.0411137
0609270	06	California	COLD SPRING ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	3.7206396323
0609300	06	California	COLFAX ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	78.345304303
0609330	06	California	COLLEGE ELEMENTARY	42060	Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area	578.11234492
0609390	06	California	COLTON JOINT UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	36.575352087
0609450	06	California	COLUMBIA ELEMENTARY	39820	Redding, CA Metropolitan Statistical Area	19.407626599
0609480	06	California	COLUMBIA UNION	38020	Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area	67.29942687
0609510	06	California	COLUMBINE ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	17.522924044
0609570	06	California	COLUSA UNIFIED	O	O	143.15975402
0609620	06	California	COMPTON UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	17.802414529
0609640	06	California	CONEJO VALLEY UNIFIED	37100	Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area	80.683203165
0609665	06	California	LEGGETT VALLEY UNIFIED	46380	Ukiah, CA Micropolitan Statistical Area	206.11885383
0609690	06	California	CORCORAN JOINT UNIFIED	47300	Visalia-Porterville, CA Metropolitan Statistical Area	51.413700372
0609690	06	California	CORCORAN JOINT UNIFIED	25260	Hanford-Corcoran, CA Metropolitan Statistical Area	314.85933062
0609780	06	California	CORNING UNION ELEMENTARY	39780	Red Bluff, CA Micropolitan Statistical Area	162.86473837
0609810	06	California	CORNING UNION HIGH	39780	Red Bluff, CA Micropolitan Statistical Area	606.37466776
0609850	06	California	CORONA-NORCO UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	143.8985115
0609870	06	California	CORONADO UNIFIED	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	7.6769919397
0609940	06	California	COTATI-ROHNERT PARK UNIFIED	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	14.511023989
0609990	06	California	COTTONWOOD UNION ELEMENTARY	39820	Redding, CA Metropolitan Statistical Area	146.69219664
0610050	06	California	COVINA-VALLEY UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	14.513877284
0610080	06	California	COX BAR ELEMENTARY	O	O	368.10569856
0610230	06	California	CUDDEBACK UNION ELEMENTARY	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	63.606966905
0610260	06	California	CULVER CITY UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	6.0652431594
0610290	06	California	CUPERTINO UNION	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	28.048221459
0610320	06	California	CURTIS CREEK ELEMENTARY	38020	Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area	35.766959924
0610350	06	California	CUTLER-OROSI JOINT UNIFIED	23420	Fresno, CA Metropolitan Statistical Area	6.9463113343
0610350	06	California	CUTLER-OROSI JOINT UNIFIED	47300	Visalia-Porterville, CA Metropolitan Statistical Area	561.49036057
0610380	06	California	CUTTEN ELEMENTARY	21700	Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area	11.709327611
0610440	06	California	CYPRESS ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	6.0460380511
0610620	06	California	DAVIS JOINT UNIFIED	46700	Vallejo-Fairfield, CA Metropolitan Statistical Area	5.2759974177
0610620	06	California	DAVIS JOINT UNIFIED	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	122.21150523
0610680	06	California	DEATH VALLEY UNIFIED	13860	Bishop, CA Micropolitan Statistical Area	4325.6992052
0610710	06	California	DEHESA ELEMENTARY	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	20.129623767
0610740	06	California	DEL MAR UNION ELEMENTARY	41740	San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area	14.948743778
0610770	06	California	DEL NORTE COUNTY UNIFIED	18860	Crescent City, CA Micropolitan Statistical Area	1006.3713291
0610800	06	California	DEL PASO HEIGHTS ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	2.9059254329
0610860	06	California	DELANO JOINT UNION HIGH	47300	Visalia-Porterville, CA Metropolitan Statistical Area	154.32213586
0610860	06	California	DELANO JOINT UNION HIGH	12540	Bakersfield, CA Metropolitan Statistical Area	307.89184931
0610890	06	California	DELANO UNION ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	175.22390992
0610980	06	California	DELPHIC ELEMENTARY	O	O	7.2036727583
0611010	06	California	DELTA VIEW JOINT UNION ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	5.2520795463
0611010	06	California	DELTA VIEW JOINT UNION ELEMENTARY	25260	Hanford-Corcoran, CA Metropolitan Statistical Area	20.554275541
0611040	06	California	DENAIR UNIFIED	33700	Modesto, CA Metropolitan Statistical Area	60.247345161
0611100	06	California	DESERT CENTER UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	1752.005746
0611110	06	California	DESERT SANDS UNIFIED	40140	Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area	763.64229487
0611130	06	California	DI GIORGIO ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	52.734105332
0611220	06	California	DIXIE ELEMENTARY	41860	San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area	18.683832898
0611280	06	California	DIXON UNIFIED	46700	Vallejo-Fairfield, CA Metropolitan Statistical Area	194.56632309
0611430	06	California	DOUGLAS CITY ELEMENTARY	O	O	132.76216762
0611460	06	California	DOWNEY UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	13.552989435
0611490	06	California	DRY CREEK JOINT ELEMENTARY	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	14.067114597
0611520	06	California	DUARTE UNIFIED	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	22.821305736
0611550	06	California	DUCOR UNION ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	199.55475199
0611610	06	California	DUNHAM ELEMENTARY	42220	Santa Rosa-Petaluma, CA Metropolitan Statistical Area	8.3328158277
0611670	06	California	DUNSMUIR ELEMENTARY	O	O	72.969471287
0611700	06	California	DUNSMUIR JOINT UNION HIGH	O	O	72.969471287
0611700	06	California	DUNSMUIR JOINT UNION HIGH	39820	Redding, CA Metropolitan Statistical Area	184.45463917
0611730	06	California	DURHAM UNIFIED	17020	Chico, CA Metropolitan Statistical Area	179.85249159
0611760	06	California	EARLIMART ELEMENTARY	47300	Visalia-Porterville, CA Metropolitan Statistical Area	90.057258953
0611780	06	California	EAST NICOLAUS JOINT UNION HIGH	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	9.93809508
0611780	06	California	EAST NICOLAUS JOINT UNION HIGH	49700	Yuba City, CA Metropolitan Statistical Area	136.4272765
0611820	06	California	EAST SIDE UNION HIGH	41940	San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area	136.79605504
0611850	06	California	EAST WHITTIER CITY ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	12.627549626
0611870	06	California	EASTERN SIERRA UNIFIED	O	O	2630.8629638
0611910	06	California	EASTSIDE UNION ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	253.65797525
0611940	06	California	EDISON ELEMENTARY	12540	Bakersfield, CA Metropolitan Statistical Area	47.974229224
0612030	06	California	EL CENTRO ELEMENTARY	20940	El Centro, CA Metropolitan Statistical Area	10.459082822
0612070	06	California	EL DORADO UNION HIGH	40900	Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area	1113.0783092
0612090	06	California	EL MONTE CITY ELEMENTARY	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	10.508888458
0612120	06	California	EL MONTE UNION HIGH	31100	Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area	21.114372731
0612150	06	California	EL NIDO ELEMENTARY	32900	Merced, CA Metropolitan Statistical Area	75.184771512
