leaid	FIPST	STNAME	LEANAME07	CDID07	CDAREA07
2628830	26	Michigan	PORT HURON AREA SCHOOL DISTRICT	2610	117.4987444
2628890	26	Michigan	HOUGHTON-PORTAGE TOWNSHIP SCHOOLS	2601	95.095863765
2628950	26	Michigan	PORTAGE PUBLIC SCHOOLS	2606	40.131409875
2629120	26	Michigan	PORTLAND PUBLIC SCHOOL DISTRICT	2608	16.901512285
2629120	26	Michigan	PORTLAND PUBLIC SCHOOL DISTRICT	2603	92.189705126
2629130	26	Michigan	POSEN CONSOLIDATED SCHOOL DISTRICT	2601	154.02759549
2629160	26	Michigan	POTTERVILLE PUBLIC SCHOOLS	2607	15.809252012
2629190	26	Michigan	POWELL TOWNSHIP SCHOOLS	2601	197.89210491
2629220	26	Michigan	NORTH CENTRAL AREA SCHOOLS	2601	271.19509009
2629250	26	Michigan	QUINCY COMMUNITY SCHOOL DISTRICT	2607	106.32079261
2629340	26	Michigan	RAPID RIVER PUBLIC SCHOOLS	2601	292.45991101
2629370	26	Michigan	RAVENNA PUBLIC SCHOOLS	2602	86.71553845
2629400	26	Michigan	READING COMMUNITY SCHOOLS	2607	77.525036409
2629460	26	Michigan	REDFORD UNION SCHOOL DISTRICT	2614	0.0000888035
2629460	26	Michigan	REDFORD UNION SCHOOL DISTRICT	2611	5.5562408011
2629490	26	Michigan	REED CITY AREA PUBLIC SCHOOLS	2602	81.119084336
2629490	26	Michigan	REED CITY AREA PUBLIC SCHOOLS	2604	133.24878996
2629520	26	Michigan	REESE PUBLIC SCHOOLS	2605	84.776118268
2629540	26	Michigan	REETHS-PUFFER SCHOOLS	2602	74.484964409
2629580	26	Michigan	REPUBLIC-MICHIGAMME SCHOOLS	2601	269.53936929
2629670	26	Michigan	RICHMOND COMMUNITY SCHOOLS	2610	71.11780016
2629760	26	Michigan	RIVER ROUGE SCHOOL DISTRICT	2613	2.6527617116
2629790	26	Michigan	RIVER VALLEY SCHOOL DISTRICT	2606	80.513425931
2629910	26	Michigan	RIVERVIEW COMMUNITY SCHOOL DISTRICT	2614	5.5344561442
2629940	26	Michigan	ROCHESTER COMMUNITY SCHOOL DISTRICT	2610	4.0362576969
2629940	26	Michigan	ROCHESTER COMMUNITY SCHOOL DISTRICT	2609	57.530261916
2630030	26	Michigan	ROCKFORD PUBLIC SCHOOLS	2603	83.571670988
2630060	26	Michigan	ROGERS CITY AREA SCHOOLS	2601	185.67078612
2630090	26	Michigan	ROMEO COMMUNITY SCHOOLS	2609	2.5418005798
2630090	26	Michigan	ROMEO COMMUNITY SCHOOLS	2608	5.836074144
2630090	26	Michigan	ROMEO COMMUNITY SCHOOLS	2610	75.700102085
2630120	26	Michigan	ROMULUS COMMUNITY SCHOOLS	2615	34.844788856
2630210	26	Michigan	ROSEVILLE COMMUNITY SCHOOLS	2612	9.1401292207
2630300	26	Michigan	SCHOOL DISTRICT OF THE CITY OF ROYAL OAK	2612	1.2615475438
2630300	26	Michigan	SCHOOL DISTRICT OF THE CITY OF ROYAL OAK	2609	10.99753551
2630360	26	Michigan	RUDYARD AREA SCHOOLS	2601	395.84641975
2630390	26	Michigan	SAGINAW CITY SCHOOL DISTRICT	2604	13.110300125
2630390	26	Michigan	SAGINAW CITY SCHOOL DISTRICT	2605	19.192160736
2630450	26	Michigan	SAGINAW TOWNSHIP COMMUNITY SCHOOLS	2605	0.0029498206
2630450	26	Michigan	SAGINAW TOWNSHIP COMMUNITY SCHOOLS	2604	24.481011881
2630480	26	Michigan	NORTH DICKINSON COUNTY SCHOOLS	2601	499.19139896
2630660	26	Michigan	SALINE AREA SCHOOLS	2615	24.015234047
2630660	26	Michigan	SALINE AREA SCHOOLS	2607	71.086462177
2630780	26	Michigan	SAND CREEK COMMUNITY SCHOOLS	2607	78.35424141
2630840	26	Michigan	SANDUSKY COMMUNITY SCHOOL DISTRICT	2610	152.79196236
2630930	26	Michigan	SARANAC COMMUNITY SCHOOLS	2603	70.970375925
2630960	26	Michigan	SAUGATUCK PUBLIC SCHOOLS	2602	20.895934267
2630990	26	Michigan	SAULT STE. MARIE AREA SCHOOLS	2601	216.88096277
2631020	26	Michigan	SCHOOLCRAFT COMMUNITY SCHOOLS	2606	49.778474649
2631320	26	Michigan	SHELBY PUBLIC SCHOOLS	2602	143.50434712
2631380	26	Michigan	SHEPHERD PUBLIC SCHOOL DISTRICT	2604	111.9193336
2631830	26	Michigan	SIGEL TOWNSHIP S/D #6	2610	6.4279042992
2632070	26	Michigan	SODUS TOWNSHIP S/D #5	2606	2.5324221579
2632220	26	Michigan	SOUTH LAKE SCHOOLS	2612	4.1415099221
2632250	26	Michigan	SOUTH LYON COMMUNITY SCHOOLS	2608	10.678072254
2632250	26	Michigan	SOUTH LYON COMMUNITY SCHOOLS	2607	31.298264316
2632250	26	Michigan	SOUTH LYON COMMUNITY SCHOOLS	2611	36.270568821
2632280	26	Michigan	SOUTH REDFORD SCHOOL DISTRICT	2611	5.5612748013
2632300	26	Michigan	SOUTH HAVEN PUBLIC SCHOOLS	2606	71.53344224
2632310	26	Michigan	SOUTHFIELD PUBLIC SCHOOL DISTRICT	2609	0.0262472259
2632310	26	Michigan	SOUTHFIELD PUBLIC SCHOOL DISTRICT	2612	26.207709843
2632340	26	Michigan	SOUTHGATE COMMUNITY SCHOOL DISTRICT	2614	7.1721367049
2632370	26	Michigan	SPARTA AREA SCHOOLS	2603	14.078317351
2632370	26	Michigan	SPARTA AREA SCHOOLS	2602	57.362485849
2632550	26	Michigan	SPRING LAKE PUBLIC SCHOOLS	2602	31.997977211
2632610	26	Michigan	SPRINGPORT PUBLIC SCHOOLS	2608	0.0775729463
2632610	26	Michigan	SPRINGPORT PUBLIC SCHOOLS	2607	98.857293933
2632640	26	Michigan	ST. CHARLES COMMUNITY SCHOOLS	2604	68.548839609
2632670	26	Michigan	LAKE SHORE PUBLIC SCHOOLS (MACOMB)	2610	0.0003278007
2632670	26	Michigan	LAKE SHORE PUBLIC SCHOOLS (MACOMB)	2612	4.3907446675
2632820	26	Michigan	ST. JOHNS PUBLIC SCHOOLS	2604	6.0249761775
2632820	26	Michigan	ST. JOHNS PUBLIC SCHOOLS	2608	198.00371044
2632850	26	Michigan	ST. JOSEPH PUBLIC SCHOOLS	2606	16.147120759
2632880	26	Michigan	ST. LOUIS PUBLIC SCHOOLS	2604	86.294734956
2632910	26	Michigan	WEST IRON COUNTY PUBLIC SCHOOLS	2601	555.20609516
2632940	26	Michigan	STANDISH-STERLING COMMUNITY SCHOOLS	2601	212.98221382
2632970	26	Michigan	STANTON TOWNSHIP PUBLIC SCHOOLS	2601	122.42576182
2633000	26	Michigan	STEPHENSON AREA PUBLIC SCHOOLS	2601	391.44603797
2633030	26	Michigan	STOCKBRIDGE COMMUNITY SCHOOLS	2607	45.052461633
2633030	26	Michigan	STOCKBRIDGE COMMUNITY SCHOOLS	2608	80.442090465
2633090	26	Michigan	STURGIS PUBLIC SCHOOLS	2606	66.273739878
2633120	26	Michigan	SUMMERFIELD SCHOOL DISTRICT	2615	42.060516883
2633360	26	Michigan	SUTTONS BAY PUBLIC SCHOOLS	2604	47.56752927
2633410	26	Michigan	SWAN VALLEY SCHOOL DISTRICT	2605	0
2633410	26	Michigan	SWAN VALLEY SCHOOL DISTRICT	2604	31.145334264
2633420	26	Michigan	SWARTZ CREEK COMMUNITY SCHOOLS	2605	71.647197979
2633510	26	Michigan	TAWAS AREA SCHOOLS	2601	167.39205355
2633540	26	Michigan	TAYLOR SCHOOL DISTRICT	2611	0.2492837805
2633540	26	Michigan	TAYLOR SCHOOL DISTRICT	2615	25.617388189
2633720	26	Michigan	TECUMSEH PUBLIC SCHOOLS	2607	77.636079009
2633750	26	Michigan	TEKONSHA COMMUNITY SCHOOLS	2607	50.045660057
2633810	26	Michigan	THORNAPPLE KELLOGG SCHOOL DISTRICT	2606	6.7178766851
2633810	26	Michigan	THORNAPPLE KELLOGG SCHOOL DISTRICT	2603	106.01802093
2633840	26	Michigan	THREE RIVERS COMMUNITY SCHOOLS	2606	113.84365719
2633870	26	Michigan	TRAVERSE CITY AREA PUBLIC SCHOOLS	2602	4.2767229037
2633870	26	Michigan	TRAVERSE CITY AREA PUBLIC SCHOOLS	2604	262.70141985
2633900	26	Michigan	TRENTON PUBLIC SCHOOLS	2614	6.0030073498
2633930	26	Michigan	TRI COUNTY AREA SCHOOLS	2603	7.2767171122
2633930	26	Michigan	TRI COUNTY AREA SCHOOLS	2602	30.084896532
2633930	26	Michigan	TRI COUNTY AREA SCHOOLS	2604	85.753190748
2634260	26	Michigan	TROY SCHOOL DISTRICT	2609	26.486776387
2634380	26	Michigan	UBLY COMMUNITY SCHOOLS	2610	171.70882259
2634410	26	Michigan	UNION CITY COMMUNITY SCHOOLS	2607	98.905649756
2634440	26	Michigan	UNIONVILLE-SEBEWAING AREA S.D.	2610	44.414081455
2634440	26	Michigan	UNIONVILLE-SEBEWAING AREA S.D.	2605	73.229912648
2634470	26	Michigan	UTICA COMMUNITY SCHOOLS	2612	0.4630426859
2634470	26	Michigan	UTICA COMMUNITY SCHOOLS	2610	65.727438892
2634560	26	Michigan	VAN BUREN PUBLIC SCHOOLS	2615	17.691215558
2634560	26	Michigan	VAN BUREN PUBLIC SCHOOLS	2611	36.639028443
2634620	26	Michigan	VANDERBILT AREA SCHOOLS	2601	134.3872099
2634650	26	Michigan	VANDERCOOK LAKE PUBLIC SCHOOLS	2607	4.9505040178
2634680	26	Michigan	VAN DYKE PUBLIC SCHOOLS	2612	4.9079625079
2634710	26	Michigan	VASSAR PUBLIC SCHOOLS	2605	84.235761324
2634860	26	Michigan	VERONA TOWNSHIP S/D #1F	2610	6.8291644594
2634920	26	Michigan	VESTABURG COMMUNITY SCHOOLS	2604	67.117032589
2634950	26	Michigan	VICKSBURG COMMUNITY SCHOOLS	2606	103.51624139
2635010	26	Michigan	WAKEFIELD-MARENISCO SCHOOL DISTRICT	2601	498.41313589
2635040	26	Michigan	WALDRON AREA SCHOOLS	2607	58.664714663
2635130	26	Michigan	WALKERVILLE PUBLIC SCHOOLS	2602	104.69218892
2635160	26	Michigan	WALLED LAKE CONSOLIDATED SCHOOLS	2609	10.367291663
2635160	26	Michigan	WALLED LAKE CONSOLIDATED SCHOOLS	2611	39.247936284
2635190	26	Michigan	WARREN CONSOLIDATED SCHOOLS	2609	2.1548659685
2635190	26	Michigan	WARREN CONSOLIDATED SCHOOLS	2610	3.124187448
2635190	26	Michigan	WARREN CONSOLIDATED SCHOOLS	2612	24.960384759
2635220	26	Michigan	WARREN WOODS PUBLIC SCHOOLS	2612	4.9713342301
2635310	26	Michigan	WATERFORD SCHOOL DISTRICT	2608	0.6306260878
2635310	26	Michigan	WATERFORD SCHOOL DISTRICT	2611	5.8639267827
2635310	26	Michigan	WATERFORD SCHOOL DISTRICT	2609	27.905690683
2635340	26	Michigan	WATERSMEET TOWNSHIP SCHOOL DISTRICT	2601	254.39421959
2635460	26	Michigan	WATERVLIET SCHOOL DISTRICT	2606	36.271965739
2635520	26	Michigan	WAVERLY COMMUNITY SCHOOLS	2608	6.5855405508
2635520	26	Michigan	WAVERLY COMMUNITY SCHOOLS	2607	9.740809996
2635550	26	Michigan	WAYLAND UNION SCHOOLS	2603	2.2969944262
2635550	26	Michigan	WAYLAND UNION SCHOOLS	2602	5.5028100516
2635550	26	Michigan	WAYLAND UNION SCHOOLS	2606	79.417812361
2635730	26	Michigan	WEBBERVILLE COMMUNITY SCHOOLS	2608	39.655524273
2635790	26	Michigan	WELLS TOWNSHIP SCHOOL DISTRICT	2601	151.00711818
2635820	26	Michigan	WEST BLOOMFIELD SCHOOL DISTRICT	2609	13.092373015
2635850	26	Michigan	WEST BRANCH-ROSE CITY AREA SCHOOLS	2601	509.33930466
2635910	26	Michigan	WEST OTTAWA PUBLIC SCHOOL DISTRICT	2602	70.799712972
2635940	26	Michigan	WESTERN SCHOOL DISTRICT	2607	67.12706777
2635970	26	Michigan	WESTWOOD HEIGHTS SCHOOLS	2605	9.9811616888
2636060	26	Michigan	WHITE CLOUD PUBLIC SCHOOLS	2602	200.6005217
2636120	26	Michigan	WHITE PIGEON COMMUNITY SCHOOLS	2606	54.713695585
2636150	26	Michigan	WHITE PINE SCHOOL DISTRICT	2601	224.93768388
2636240	26	Michigan	WHITEFISH TOWNSHIP SCHOOLS	2601	241.47144929
2636270	26	Michigan	WHITEFORD AGRICULTURAL SCHOOLS	2607	3.5251696147
2636270	26	Michigan	WHITEFORD AGRICULTURAL SCHOOLS	2615	39.267339076
2636300	26	Michigan	WHITEHALL DISTRICT SCHOOLS	2602	57.399664786
2636330	26	Michigan	WHITMORE LAKE PUBLIC SCHOOLS	2608	3.9541468918
2636330	26	Michigan	WHITMORE LAKE PUBLIC SCHOOLS	2607	19.805234233
2636390	26	Michigan	WHITTEMORE-PRESCOTT AREA SCHOOLS	2601	162.86444416
2636420	26	Michigan	WILLIAMSTON COMMUNITY SCHOOLS	2608	58.824484515
2636450	26	Michigan	WILLOW RUN COMMUNITY SCHOOLS	2615	15.915372967
2636480	26	Michigan	WOLVERINE COMMUNITY SCHOOLS	2601	162.16465868
2636485	26	Michigan	WOODHAVEN-BROWNSTOWN SCHOOL DISTRICT	2614	0.1009282668
2636485	26	Michigan	WOODHAVEN-BROWNSTOWN SCHOOL DISTRICT	2615	21.382505633
2636540	26	Michigan	WYANDOTTE CITY SCHOOL DISTRICT	2613	5.2998230108
2636570	26	Michigan	WYOMING PUBLIC SCHOOLS	2603	11.237397625
2636600	26	Michigan	YALE PUBLIC SCHOOLS	2610	156.0489759
2636630	26	Michigan	SCHOOL DISTRICT OF YPSILANTI	2615	23.540898259
2636660	26	Michigan	ZEELAND PUBLIC SCHOOLS	2602	95.273193544
2680000	26	Michigan	WEXFORD-MISSAUKEE ISD	N	-2
2680100	26	Michigan	ALLEGAN AREA EDUCATIONAL SERVICE AGENCY	N	-2
2680120	26	Michigan	ALPENA-MONTMORENCY-ALCONA ESD	N	-2
2680140	26	Michigan	BARRY ISD	N	-2
2680160	26	Michigan	BERRIEN ISD	N	-2
2680180	26	Michigan	BRANCH ISD	N	-2
2680200	26	Michigan	CALHOUN ISD	N	-2
2680220	26	Michigan	LEWIS CASS ISD	N	-2
2680240	26	Michigan	CHARLEVOIX-EMMET ISD	N	-2
2680260	26	Michigan	CHEB-OTSEGO-PRESQUE ISLE ESD	N	-2
2680280	26	Michigan	EASTERN UPPER PENINSULA ISD	N	-2
2680300	26	Michigan	CLARE-GLADWIN RESD	N	-2
2680320	26	Michigan	CLINTON COUNTY RESA	N	-2
2680340	26	Michigan	DELTA-SCHOOLCRAFT ISD	N	-2
2680360	26	Michigan	DICKINSON-IRON ISD	N	-2
2680380	26	Michigan	EATON ISD	N	-2
2680400	26	Michigan	GENESEE ISD	N	-2
2680420	26	Michigan	GOGEBIC-ONTONAGON ISD	N	-2
2680440	26	Michigan	TRAVERSE BAY AREA ISD	N	-2
2680460	26	Michigan	GRATIOT-ISABELLA RESD	N	-2
2680480	26	Michigan	HILLSDALE ISD	N	-2
2680500	26	Michigan	HURON ISD	N	-2
2680504	26	Michigan	BAY-ARENAC ISD	N	-2
2680505	26	Michigan	COPPER COUNTRY ISD	N	-2
2680520	26	Michigan	INGHAM ISD	N	-2
2680540	26	Michigan	IONIA ISD	N	-2
2680560	26	Michigan	IOSCO RESA	N	-2
2680580	26	Michigan	JACKSON ISD	N	-2
2680600	26	Michigan	KALAMAZOO R.E.S.A.	N	-2
2680620	26	Michigan	KENT ISD	N	-2
2680660	26	Michigan	LAPEER ISD	N	-2
2680680	26	Michigan	LENAWEE ISD	N	-2
2680700	26	Michigan	LIVINGSTON ESA	N	-2
2680720	26	Michigan	MACOMB ISD	N	-2
2680740	26	Michigan	MANISTEE ISD	N	-2
2680750	26	Michigan	MARQUETTE-ALGER RESA	N	-2
2680755	26	Michigan	MASON-LAKE ISD	N	-2
2680770	26	Michigan	MECOSTA-OSCEOLA ISD	N	-2
2680790	26	Michigan	MENOMINEE ISD	N	-2
2680800	26	Michigan	MIDLAND COUNTY ESA	N	-2
2680820	26	Michigan	MONROE ISD	N	-2
2680830	26	Michigan	MONTCALM AREA ISD	N	-2
2680850	26	Michigan	MUSKEGON AREA ISD	N	-2
2680860	26	Michigan	NEWAYGO COUNTY RESA	N	-2
2680880	26	Michigan	OAKLAND SCHOOLS	N	-2
2680890	26	Michigan	OCEANA INTERMEDIATE SCHOOL DISTRICT	N	-2
2680900	26	Michigan	OTTAWA AREA ISD	N	-2
2680920	26	Michigan	C.O.O.R. ISD	N	-2
2680930	26	Michigan	SAGINAW ISD	N	-2
2680940	26	Michigan	ST. CLAIR COUNTY RESA	N	-2
2680960	26	Michigan	ST. JOSEPH COUNTY ISD	N	-2
2680965	26	Michigan	SANILAC ISD	N	-2
2680975	26	Michigan	SHIAWASSEE REGIONAL ESD	N	-2
2680980	26	Michigan	TUSCOLA ISD	N	-2
2680985	26	Michigan	VAN BUREN ISD	N	-2
2680990	26	Michigan	WASHTENAW ISD	N	-2
2680995	26	Michigan	WAYNE RESA	N	-2
2700001	27	Minnesota	MOUNTAIN IRON-BUHL SCHOOL DISTRICT	2708	133.83372935
2700005	27	Minnesota	UNITED SOUTH CENTRAL SCHOOL DIST.	2701	337.85861711
2700006	27	Minnesota	MAPLE RIVER SCHOOL DISTRICT	2701	296.42091006
2700007	27	Minnesota	KINGSLAND PUBLIC SCHOOL DISTRICT	2701	183.04771914
2700008	27	Minnesota	ST. LOUIS COUNTY SCHOOL DISTRICT	2708	3842.5787664
2700012	27	Minnesota	CARVER-SCOTT EDUCATIONAL COOP.	N	-2
2700013	27	Minnesota	WATERVILLE-ELYSIAN-MORRISTOWN	2701	18.437402413
2700013	27	Minnesota	WATERVILLE-ELYSIAN-MORRISTOWN	2702	119.30954622
2700014	27	Minnesota	FRESHWATER ED. DIST.	N	-2
2700015	27	Minnesota	ST. CROIX RIVER EDUCATION DISTRICT	N	-2
2700016	27	Minnesota	RUNESTONE AREA ED. DISTRICT	N	-2
2700017	27	Minnesota	CHISAGO LAKES SCHOOL DISTRICT	2706	6.251133596
2700017	27	Minnesota	CHISAGO LAKES SCHOOL DISTRICT	2708	143.12253995
2700019	27	Minnesota	MINNEWASKA SCHOOL DISTRICT	2707	422.31757136
2700021	27	Minnesota	EVELETH-GILBERT SCHOOL DISTRICT	2708	133.59226105
2700022	27	Minnesota	WADENA-DEER CREEK SCHOOL DISTRICT	2708	72.558773631
2700022	27	Minnesota	WADENA-DEER CREEK SCHOOL DISTRICT	2707	117.56897368
2700023	27	Minnesota	BUFFALO LAKE-HECTOR SCHOOL DISTRICT	2707	227.97942346
2700024	27	Minnesota	WARREN-ALVARADO-OSLO SCHOOL DIST.	2707	503.63613268
2700025	27	Minnesota	INTERMEDIATE SCHOOL DISTRICT 287	N	-2
2700026	27	Minnesota	INTERMEDIATE SCHOOL DISTRICT 917	N	-2
2700027	27	Minnesota	CEDAR RIVERSIDE COMMUNITY SCHOOL	N	-2
2700028	27	Minnesota	METRO DEAF SCHOOL	N	-2
2700029	27	Minnesota	SKILLS FOR TOMORROW CHARTER SCHOOL	N	-2
2700031	27	Minnesota	NORTH COUNTRY VOC. COOP. CTR.	N	-2
2700032	27	Minnesota	N CARLTON COOPERATIVE VOCATIONAL	N	-2
2700033	27	Minnesota	OAK LAND VOCATIONAL CENTER	N	-2
2700034	27	Minnesota	EAST RANGE SEC. TECHNICAL CENTER	N	-2
2700036	27	Minnesota	WRIGHT TECHNICAL CENTER	N	-2
2700038	27	Minnesota	PINE TO PRAIRIE COOPERATIVE CTR.	N	-2
2700039	27	Minnesota	NW REGION INTERDISTRICT COUNCIL	N	-2
2700040	27	Minnesota	LAKE AGASSIZ SPECIAL ED. COOP.	N	-2
2700041	27	Minnesota	MIDWEST SPECIAL EDUCATION COOP.	N	-2
2700042	27	Minnesota	SOUTHERN MINN. SPECIAL SERVICE COOP	N	-2
2700043	27	Minnesota	FERGUS FALLS AREA SP. ED. COOP.	N	-2
2700044	27	Minnesota	CROW RIVER SPECIAL EDUCATION COOP.	N	-2
2700045	27	Minnesota	MEEKER & WRIGHT SPECIAL EDUCATION	N	-2
2700046	27	Minnesota	SOUTHERN PLAINS EDUCATION COOP.	N	-2
2700047	27	Minnesota	MINNESOTA VALLEY COOPERATIVE	N	-2
2700048	27	Minnesota	MN RIVER VALLEY SPECIAL ED. COOP.	N	-2
2700050	27	Minnesota	AREA SPECIAL EDUCATION COOPERATIVE	N	-2
2700051	27	Minnesota	BEMIDJI REGIONAL INTERDIST. COUNCIL	N	-2
2700054	27	Minnesota	ZUMBRO EDUCATION DISTRICT	N	-2
2700055	27	Minnesota	HIAWATHA VALLEY ED. DISTRICT	N	-2
2700057	27	Minnesota	CEDAR RIVER EDUCATION DISTRICT	N	-2
2700058	27	Minnesota	MN RIVER VALLEY EDUCATION DISTRICT	N	-2
2700060	27	Minnesota	BORDER REGION EDUCATION DISTRICT	N	-2
2700061	27	Minnesota	CENTRAL LAKES EDUCATION DISTRICT	N	-2
2700063	27	Minnesota	MN VALLEY EDUCATION DISTRICT	N	-2
2700068	27	Minnesota	ROOT RIVER EDUCATION DISTRICT	N	-2
2700071	27	Minnesota	BENTON-STEARNS ED. DISTRICT	N	-2
2700073	27	Minnesota	MID STATE EDUCATION DISTRICT	N	-2
2700078	27	Minnesota	REGION 11-METRO EDUC. SERVICE UNIT	N	-2
2700079	27	Minnesota	REGION 10-SOUTHEAST SERVICE COOP	N	-2
2700080	27	Minnesota	REGION 9-SOUTH CENTRAL SERVICE COOP	N	-2
2700081	27	Minnesota	REGION 7-RESOURCE TRNG. & SOLUTIONS	N	-2
2700082	27	Minnesota	REGION 5-NATIONAL JOINT POWERS	N	-2
2700083	27	Minnesota	REGION 4-LAKES COUNTRY SERVICE COOP	N	-2
2700084	27	Minnesota	REGION 3 - NORTHEAST SERVICE COOP	N	-2
2700085	27	Minnesota	REGION 1 & 2-NORTHWEST SVC. COOP	N	-2
2700086	27	Minnesota	REGN 6 & 8-S.W/W.C. SRV COOPERATIVE	N	-2
2700088	27	Minnesota	LAKEVIEW SCHOOL DISTRICT	2707	175.48353738
2700089	27	Minnesota	N.R.H.E.G. SCHOOL DISTRICT	2701	233.3922246
2700090	27	Minnesota	MURRAY COUNTY CENTRAL SCHOOL DIST.	2701	309.4602697
2700091	27	Minnesota	M.A.C.C.R.A.Y. SCHOOL DISTRICT	2707	317.38675585
2700092	27	Minnesota	MINNESOTA NEW COUNTRY SCHOOL	N	-2
2700093	27	Minnesota	PACT CHARTER SCHOOL	N	-2
2700096	27	Minnesota	NEW VISIONS CHARTER SCHOOL	N	-2
2700097	27	Minnesota	EMILY CHARTER SCHOOL	N	-2
2700099	27	Minnesota	YELLOW MEDICINE EAST	2707	418.55706243
2700100	27	Minnesota	FILLMORE CENTRAL	2701	212.36680749
2700101	27	Minnesota	NORMAN COUNTY EAST SCHOOL DISTRICT	2707	282.32983126
2700102	27	Minnesota	SIBLEY EAST SCHOOL DISTRICT	2701	27.989482577
2700102	27	Minnesota	SIBLEY EAST SCHOOL DISTRICT	2707	216.84327958
2700103	27	Minnesota	CLEARBROOK-GONVICK SCHOOL DISTRICT	2707	326.02668777
2700104	27	Minnesota	WEST CENTRAL AREA	2707	442.54893613
2700105	27	Minnesota	BELGRADE-BROOTEN-ELROSA SCHOOL DIST	2707	334.19337503
2700106	27	Minnesota	A.C.G.C.	2707	334.38478402
2700107	27	Minnesota	GREENBUSH-MIDDLE RIVER SCHOOL DIST.	2707	696.6755178
2700108	27	Minnesota	PIPESTONE AREA SCHOOL DISTRICT	2701	416.74309958
2700109	27	Minnesota	LONG PRAIRIE-GREY EAGLE SCHOOL DIST	2708	1.3144280977
2700109	27	Minnesota	LONG PRAIRIE-GREY EAGLE SCHOOL DIST	2707	234.96658131
2700110	27	Minnesota	CEDAR MOUNTAIN SCHOOL DISTRICT	2701	30.944790478
2700110	27	Minnesota	CEDAR MOUNTAIN SCHOOL DISTRICT	2707	161.7461216
2700112	27	Minnesota	EAGLE VALLEY PUBLIC SCHOOL DISTRICT	2707	134.13652766
2700115	27	Minnesota	COMMUNITY OF PEACE ACADEMY	N	-2
2700116	27	Minnesota	WORLD LEARNER CHARTER SCHOOL	N	-2
2700117	27	Minnesota	MINNESOTA TRANSITIONS CHARTER SCH	N	-2
2700118	27	Minnesota	ACHIEVE LANGUAGE ACADEMY	N	-2
2700120	27	Minnesota	QUAD COUNTY VOCATIONAL PROJECT	N	-2
2700121	27	Minnesota	NORTHERN LAKES SPECIAL ED. COOP	N	-2
2700122	27	Minnesota	METROPOLITAN LEARNING ALLIANCE	N	-2
2700123	27	Minnesota	HOWARD LAKE-WAVERLY-WINSTED	2707	14.167832052
2700123	27	Minnesota	HOWARD LAKE-WAVERLY-WINSTED	2706	90.976559351
2700124	27	Minnesota	FAIRMONT AREA SCHOOL DISTRICT	2701	163.81042113
2700125	27	Minnesota	LAC QUI PARLE VALLEY SCHOOL DIST.	2707	735.83692975
2700126	27	Minnesota	ADA-BORUP PUBLIC SCHOOL DISTRICT	2707	343.75157028
2700127	27	Minnesota	STEPHEN-ARGYLE CENTRAL SCHOOLS	2707	403.38970489
2700128	27	Minnesota	GLENCOE-SILVER LAKE SCHOOL DISTRICT	2706	0.1836105032
2700128	27	Minnesota	GLENCOE-SILVER LAKE SCHOOL DISTRICT	2702	0.3852689665
2700128	27	Minnesota	GLENCOE-SILVER LAKE SCHOOL DISTRICT	2707	211.98736867
2700129	27	Minnesota	MINNESOTA STATE ACADEMIES	N	-2
2700130	27	Minnesota	BLUE EARTH AREA PUBLIC SCHOOL	2701	387.4086629
2700132	27	Minnesota	RED ROCK CENTRAL SCHOOL DISTRICT	2707	109.74009455
2700132	27	Minnesota	RED ROCK CENTRAL SCHOOL DISTRICT	2701	233.00947031
2700133	27	Minnesota	DULUTH PUBLIC SCHOOLS ACADEMY	N	-2
2700138	27	Minnesota	CYBER VILLAGE ACADEMY	N	-2
2700139	27	Minnesota	E.C.H.O. CHARTER SCHOOL	N	-2
2700140	27	Minnesota	HIGHER GROUND ACADEMY	N	-2
2700141	27	Minnesota	ECI' NOMPA WOONSPE	N	-2
2700142	27	Minnesota	NEW SPIRIT SCHOOLS	N	-2
2700143	27	Minnesota	CENTRAL MINNESOTA JT. POWERS DIST.	N	-2
2700145	27	Minnesota	EAST METRO INTEGRATION DISTRICT	N	-2
2700146	27	Minnesota	VALLEY CROSSING COMMUNITY SCHOOL	N	-2
2700147	27	Minnesota	CENTRAL MINNESOTA E.R.D.C.	N	-2
2700148	27	Minnesota	GLENVILLE-EMMONS SCHOOL DISTRICT	2701	147.59611048
2700149	27	Minnesota	MCLEOD WEST PUBLIC SCHOOL DISTRICT	2707	157.3255629
2700150	27	Minnesota	CLINTON-GRACEVILLE-BEARDSLEY	2707	429.64978641
2700151	27	Minnesota	ODYSSEY CHARTER SCHOOL	N	-2
2700152	27	Minnesota	JENNINGS COMMUNITY LEARNING CENTER	N	-2
2700153	27	Minnesota	HARVEST PREP SCHOOL/SEED ACADEMY	N	-2
2700156	27	Minnesota	CONCORDIA CREATIVE LEARNING ACADEMY	N	-2
2700157	27	Minnesota	FACE TO FACE ACADEMY	N	-2
2700159	27	Minnesota	SOJOURNER TRUTH ACADEMY	N	-2
2700160	27	Minnesota	HIGH SCHOOL FOR RECORDING ARTS	N	-2
2700161	27	Minnesota	WEST METRO EDUCATION PROGRAM	N	-2
2700162	27	Minnesota	LAKE PARK AUDUBON SCHOOL DISTRICT	2707	193.02209045
2700163	27	Minnesota	RENVILLE COUNTY WEST SCHOOL DIST.	2707	311.93903369
2700166	27	Minnesota	TWIN CITIES ACADEMY	N	-2
