leaid	FIPST	STNAME	LEANAME07	nectaID07	nectaNAME07	nectaAREA07
3607440	36	New York	RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT	N	N	-2
3607470	36	New York	CHITTENANGO CENTRAL SCHOOL DISTRICT	O	O	63.939646052
3607530	36	New York	CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT	O	O	51.448562696
3607560	36	New York	CINCINNATUS CENTRAL SCHOOL DISTRICT	O	O	144.18155683
3607590	36	New York	CLARENCE CENTRAL SCHOOL DISTRICT	O	O	59.288311374
3607650	36	New York	THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT	O	O	138.21146469
3607680	36	New York	CLEVELAND HILL UNION FREE SCHOOL DISTRICT	O	O	2.4923559491
3607710	36	New York	CLIFTON-FINE CENTRAL SCHOOL DISTRICT	O	O	301.16281581
3607770	36	New York	CLINTON CENTRAL SCHOOL DISTRICT	O	O	37.388935007
3607860	36	New York	CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT	O	O	88.197075817
3607890	36	New York	CLYMER CENTRAL SCHOOL DISTRICT	O	O	82.381318755
3607980	36	New York	COHOES CITY SCHOOL DISTRICT	O	O	3.7808765909
3608010	36	New York	COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT	O	O	15.584016219
3608100	36	New York	COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT	O	O	239.87471911
3608130	36	New York	COMMACK UNION FREE SCHOOL DISTRICT	O	O	12.888138478
3608160	36	New York	CONNETQUOT CENTRAL SCHOOL DISTRICT	O	O	21.424844053
3608250	36	New York	COOPERSTOWN CENTRAL SCHOOL DISTRICT	O	O	100.84814795
3608280	36	New York	COPENHAGEN CENTRAL SCHOOL DISTRICT	O	O	100.32047253
3608310	36	New York	COPIAGUE UNION FREE SCHOOL DISTRICT	O	O	4.6567655912
3608340	36	New York	PEMBROKE CENTRAL SCHOOL DISTRICT	O	O	69.839917405
3608370	36	New York	CORINTH CENTRAL SCHOOL DISTRICT	O	O	71.596807398
3608400	36	New York	CORNING CITY SCHOOL DISTRICT	O	O	232.99041579
3608430	36	New York	CORNWALL CENTRAL SCHOOL DISTRICT	O	O	34.856761112
3608460	36	New York	CORTLAND CITY SCHOOL DISTRICT	O	O	49.033373514
3608470	36	New York	MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT	N	N	-2
3608490	36	New York	COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT	O	O	61.154699558
3608580	36	New York	CROTON-HARMON UNION FREE SCHOOL DISTRICT	O	O	11.934495836
3608610	36	New York	CROWN POINT CENTRAL SCHOOL DISTRICT	O	O	80.835088425
3608790	36	New York	DANSVILLE CENTRAL SCHOOL DISTRICT	O	O	124.0268341
3608850	36	New York	DERUYTER CENTRAL SCHOOL DISTRICT	O	O	88.070553223
3608880	36	New York	DEER PARK UNION FREE SCHOOL DISTRICT	O	O	5.8477730399
3608910	36	New York	DELHI CENTRAL SCHOOL DISTRICT	O	O	191.51287805
3608970	36	New York	YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT	O	O	227.43942752
3609030	36	New York	DEPEW UNION FREE SCHOOL DISTRICT	O	O	5.200474674
3609060	36	New York	DEPOSIT CENTRAL SCHOOL DISTRICT	O	O	118.15118487
3609090	36	New York	JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT	O	O	24.967384791
3609120	36	New York	DOBBS FERRY UNION FREE SCHOOL DISTRICT	O	O	2.108055713
3609210	36	New York	DOVER UNION FREE SCHOOL DISTRICT	O	O	65.577901519
3609240	36	New York	DOWNSVILLE CENTRAL SCHOOL DISTRICT	O	O	137.25616644
3609330	36	New York	DRYDEN CENTRAL SCHOOL DISTRICT	O	O	99.609196259
3609360	36	New York	DUANESBURG CENTRAL SCHOOL DISTRICT	O	O	58.371262338
3609390	36	New York	DUNDEE CENTRAL SCHOOL DISTRICT	O	O	93.786127967
3609420	36	New York	DUNKIRK CITY SCHOOL DISTRICT	O	O	14.302597541
3609540	36	New York	EAST AURORA UNION FREE SCHOOL DISTRICT	O	O	32.013951802
3609630	36	New York	EAST GREENBUSH CENTRAL SCHOOL DISTRICT	O	O	75.666557142
3609660	36	New York	EAST HAMPTON UNION FREE SCHOOL DISTRICT	O	O	24.707143431
3609690	36	New York	EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT	O	O	7.9409167147
3609720	36	New York	EAST ISLIP UNION FREE SCHOOL DISTRICT	O	O	12.478524997
3609840	36	New York	EAST MEADOW UNION FREE SCHOOL DISTRICT	O	O	8.4600195059
3609870	36	New York	EAST MORICHES UNION FREE SCHOOL DISTRICT	O	O	7.5338928211
3609900	36	New York	EAST QUOGUE UNION FREE SCHOOL DISTRICT	O	O	8.100286565
3609930	36	New York	EAST ROCHESTER UNION FREE SCHOOL DISTRICT	O	O	2.8455104811
3609960	36	New York	EAST ROCKAWAY UNION FREE SCHOOL DISTRICT	O	O	1.1913923926
3609990	36	New York	EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT	O	O	46.643121899
3610050	36	New York	EAST WILLISTON UNION FREE SCHOOL DISTRICT	O	O	4.3770874614
3610080	36	New York	EASTCHESTER UNION FREE SCHOOL DISTRICT	O	O	2.7196083534
3610140	36	New York	GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT	N	N	-2
3610170	36	New York	EDEN CENTRAL SCHOOL DISTRICT	O	O	67.659536647
3610200	36	New York	EDGEMONT UNION FREE SCHOOL DISTRICT	O	O	2.6965808336
3610230	36	New York	EDINBURG COMMON SCHOOL DISTRICT	O	O	87.742143593
3610260	36	New York	EDMESTON CENTRAL SCHOOL DISTRICT	O	O	96.952198234
3610380	36	New York	ELBA CENTRAL SCHOOL DISTRICT	O	O	43.015055668
3610410	36	New York	ELDRED CENTRAL SCHOOL DISTRICT	O	O	101.0989742
3610440	36	New York	ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT	O	O	172.09219695
3610500	36	New York	ELLENVILLE CENTRAL SCHOOL DISTRICT	O	O	131.65278488
3610530	36	New York	ELLICOTTVILLE CENTRAL SCHOOL DISTRICT	O	O	110.93401552
3610560	36	New York	ELMIRA CITY SCHOOL DISTRICT	O	O	112.02883913
3610590	36	New York	ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT	O	O	14.244527388
3610620	36	New York	ELMONT UNION FREE SCHOOL DISTRICT	O	O	4.8979531951
3610650	36	New York	ELMSFORD UNION FREE SCHOOL DISTRICT	O	O	2.8755750992
3610680	36	New York	ELWOOD UNION FREE SCHOOL DISTRICT	O	O	5.2583301544
3610710	36	New York	UNION-ENDICOTT CENTRAL SCHOOL DISTRICT	O	O	29.153119628
3610860	36	New York	FABIUS-POMPEY CENTRAL SCHOOL DISTRICT	O	O	89.70206194
3610890	36	New York	FAIRPORT CENTRAL SCHOOL DISTRICT	O	O	26.169808123
3610920	36	New York	FALCONER CENTRAL SCHOOL DISTRICT	O	O	73.90852892
3610950	36	New York	FALLSBURG CENTRAL SCHOOL DISTRICT	O	O	70.585381091
3610980	36	New York	FARMINGDALE UNION FREE SCHOOL DISTRICT	O	O	9.8231976364
3611070	36	New York	FILLMORE CENTRAL SCHOOL DISTRICT	O	O	110.86879553
3611100	36	New York	FISHERS ISLAND UNION FREE SCHOOL DISTRICT	O	O	4.0756779568
3611160	36	New York	FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT	O	O	1.7164411573
3611190	36	New York	FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT	O	O	126.46195697
3611250	36	New York	FORESTVILLE CENTRAL SCHOOL DISTRICT	O	O	81.090040572
3611280	36	New York	FORT ANN CENTRAL SCHOOL DISTRICT	O	O	104.71270137
3611310	36	New York	FORT EDWARD UNION FREE SCHOOL DISTRICT	O	O	2.9438375776
3611370	36	New York	FORT PLAIN CENTRAL SCHOOL DISTRICT	O	O	60.709200583
3611400	36	New York	FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT	O	O	41.7796623
3611430	36	New York	FRANKLIN CENTRAL SCHOOL DISTRICT	O	O	66.358649924
3611460	36	New York	FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT	O	O	2.4490395322
3611490	36	New York	FRANKLINVILLE CENTRAL SCHOOL DISTRICT	O	O	127.59660045
3611520	36	New York	FREDONIA CENTRAL SCHOOL DISTRICT	O	O	39.350748729
3611550	36	New York	FREEPORT UNION FREE SCHOOL DISTRICT	O	O	6.5709829544
3611610	36	New York	FREWSBURG CENTRAL SCHOOL DISTRICT	O	O	60.360176572
3611640	36	New York	FRIENDSHIP CENTRAL SCHOOL DISTRICT	O	O	40.251545181
3611670	36	New York	FRONTIER CENTRAL SCHOOL DISTRICT	O	O	24.443185837
3611700	36	New York	FULTON CITY SCHOOL DISTRICT	O	O	66.160490319
3611730	36	New York	GALWAY CENTRAL SCHOOL DISTRICT	O	O	96.55584968
3611740	36	New York	GANANDA CENTRAL SCHOOL DISTRICT	O	O	16.513286162
3611760	36	New York	GARDEN CITY UNION FREE SCHOOL DISTRICT	O	O	5.2298493275
3611860	36	New York	GARRISON UNION FREE SCHOOL DISTRICT	O	O	19.37241215
3611880	36	New York	GATES-CHILI CENTRAL SCHOOL DISTRICT	O	O	19.46871916
3611910	36	New York	GENERAL BROWN CENTRAL SCHOOL DISTRICT	O	O	81.503245575
3611940	36	New York	GENESEO CENTRAL SCHOOL DISTRICT	O	O	72.291358879
3611970	36	New York	GENEVA CITY SCHOOL DISTRICT	O	O	39.912716584
3612030	36	New York	GERMANTOWN CENTRAL SCHOOL DISTRICT	O	O	61.035422558
3612120	36	New York	GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT	O	O	127.96693614
3612180	36	New York	GLEN COVE CITY SCHOOL DISTRICT	O	O	6.6564126938
3612240	36	New York	GLENS FALLS CITY SCHOOL DISTRICT	O	O	5.6601930202
3612270	36	New York	GLOVERSVILLE CITY SCHOOL DISTRICT	O	O	86.315445477
3612300	36	New York	GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN)	O	O	159.45522528
3612330	36	New York	GOSHEN CENTRAL SCHOOL DISTRICT	O	O	56.867319076
3612360	36	New York	GOUVERNEUR CENTRAL SCHOOL DISTRICT	O	O	221.82476521
3612390	36	New York	GOWANDA CENTRAL SCHOOL DISTRICT	O	O	94.892658962
3612400	36	New York	GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT	N	N	-2
3612450	36	New York	GRANVILLE CENTRAL SCHOOL DISTRICT	O	O	82.883532665
3612510	36	New York	GREAT NECK UNION FREE SCHOOL DISTRICT	O	O	11.143607229
3612630	36	New York	GREECE CENTRAL SCHOOL DISTRICT	O	O	30.080274889
3612660	36	New York	GREEN ISLAND UNION FREE SCHOOL DISTRICT	O	O	0.7114191263
3612720	36	New York	GREENBURGH CENTRAL SCHOOL DISTRICT	O	O	6.1705251144
3612750	36	New York	GREENE CENTRAL SCHOOL DISTRICT	O	O	129.13113034
3612840	36	New York	GREENPORT UNION FREE SCHOOL DISTRICT	O	O	4.8983562858
3612870	36	New York	GREENVILLE CENTRAL SCHOOL DISTRICT	O	O	134.66279496
3612900	36	New York	GREENWICH CENTRAL SCHOOL DISTRICT	O	O	98.794767775
3612960	36	New York	GREENWOOD LAKE UNION FREE SCHOOL DISTRICT	O	O	11.842434405
3612990	36	New York	SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT	O	O	139.84066722
3613020	36	New York	GROTON CENTRAL SCHOOL DISTRICT	O	O	58.879138822
3613080	36	New York	GUILDERLAND CENTRAL SCHOOL DISTRICT	O	O	47.096849097
3613110	36	New York	HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT	O	O	207.8270297
3613230	36	New York	HALDANE CENTRAL SCHOOL DISTRICT	O	O	33.501214677
3613290	36	New York	HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT	O	O	31.501396532
3613350	36	New York	HAMBURG CENTRAL SCHOOL DISTRICT	O	O	27.356597791
3613380	36	New York	HAMILTON CENTRAL SCHOOL DISTRICT	O	O	49.205964275
3613440	36	New York	HAMMOND CENTRAL SCHOOL DISTRICT	O	O	90.339706593
3613470	36	New York	HAMMONDSPORT CENTRAL SCHOOL DISTRICT	O	O	72.65071537
3613530	36	New York	HAMPTON BAYS UNION FREE SCHOOL DISTRICT	O	O	11.06188214
3613560	36	New York	HANCOCK CENTRAL SCHOOL DISTRICT	O	O	131.93239003
3613590	36	New York	HANNIBAL CENTRAL SCHOOL DISTRICT	O	O	83.37688553
3613620	36	New York	HARBORFIELDS CENTRAL SCHOOL DISTRICT	O	O	7.4593113945
3613710	36	New York	HARPURSVILLE CENTRAL SCHOOL DISTRICT	O	O	91.48308718
3613740	36	New York	HARRISON CENTRAL SCHOOL DISTRICT	O	O	16.782336057
3613770	36	New York	HARRISVILLE CENTRAL SCHOOL DISTRICT	O	O	192.2957145
3613830	36	New York	HARTFORD CENTRAL SCHOOL DISTRICT	O	O	59.934817845
3613950	36	New York	HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT	O	O	2.4505434002
3613980	36	New York	HAUPPAUGE UNION FREE SCHOOL DISTRICT	O	O	12.537163493
3614010	36	New York	HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)	O	O	51.163572573
3614070	36	New York	HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT	N	N	-2
3614130	36	New York	HEMPSTEAD UNION FREE SCHOOL DISTRICT	O	O	3.1253735539
3614190	36	New York	HENDRICK HUDSON CENTRAL SCHOOL DISTRICT	O	O	14.82809959
3614220	36	New York	HERKIMER CENTRAL SCHOOL DISTRICT	O	O	24.805974777
3614250	36	New York	HERMON-DEKALB CENTRAL SCHOOL DISTRICT	O	O	98.556661266
3614280	36	New York	HERRICKS UNION FREE SCHOOL DISTRICT	O	O	4.3181883468
3614310	36	New York	HEUVELTON CENTRAL SCHOOL DISTRICT	O	O	110.18697616
3614340	36	New York	HICKSVILLE UNION FREE SCHOOL DISTRICT	O	O	6.4966119534
3614400	36	New York	HIGHLAND CENTRAL SCHOOL DISTRICT	O	O	40.655168673
3614430	36	New York	HIGHLAND FALLS CENTRAL SCHOOL DISTRICT	O	O	30.994257116
3614460	36	New York	HILTON CENTRAL SCHOOL DISTRICT	O	O	65.960837656
3614490	36	New York	HINSDALE CENTRAL SCHOOL DISTRICT	O	O	57.596425543
3614550	36	New York	HOLLAND CENTRAL SCHOOL DISTRICT	O	O	80.159560971
3614580	36	New York	HOLLAND PATENT CENTRAL SCHOOL DISTRICT	O	O	120.38205274
3614610	36	New York	HOLLEY CENTRAL SCHOOL DISTRICT	O	O	56.409684138
3614640	36	New York	HOMER CENTRAL SCHOOL DISTRICT	O	O	162.79967011
3614670	36	New York	HONEOYE CENTRAL SCHOOL DISTRICT	O	O	84.479144305
3614700	36	New York	HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT	O	O	72.723372077
3614730	36	New York	HOOSIC VALLEY CENTRAL SCHOOL DISTRICT	O	O	70.179210483
3614760	36	New York	HOOSICK FALLS CENTRAL SCHOOL DISTRICT	O	O	93.240760189
3614820	36	New York	HORNELL CITY SCHOOL DISTRICT	O	O	35.854841412
3614850	36	New York	HORSEHEADS CENTRAL SCHOOL DISTRICT	O	O	139.23221111
3614880	36	New York	SACKETS HARBOR CENTRAL SCHOOL DISTRICT	O	O	46.620160788
3614940	36	New York	HUDSON CITY SCHOOL DISTRICT	O	O	64.406545899
3614970	36	New York	HUDSON FALLS CENTRAL SCHOOL DISTRICT	O	O	51.975704521
3615030	36	New York	GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT	N	N	-2
3615060	36	New York	HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT	O	O	174.55140989
3615090	36	New York	HUNTINGTON UNION FREE SCHOOL DISTRICT	O	O	9.965658142
3615180	36	New York	HYDE PARK CENTRAL SCHOOL DISTRICT	O	O	67.250284943
3615210	36	New York	KINDERHOOK CENTRAL SCHOOL DISTRICT	O	O	78.166432431
3615240	36	New York	ILION CENTRAL SCHOOL DISTRICT	O	O	8.1427149469
3615270	36	New York	INDIAN LAKE CENTRAL SCHOOL DISTRICT	O	O	251.84350893
3615300	36	New York	INDIAN RIVER CENTRAL SCHOOL DISTRICT	O	O	193.07703009
3615330	36	New York	INLET COMMON SCHOOL DISTRICT	O	O	62.190177329
3615360	36	New York	IROQUOIS CENTRAL SCHOOL DISTRICT	O	O	79.623703276
3615390	36	New York	WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT	O	O	6.9942814407
3615420	36	New York	HOPEVALE UNION FREE SCHOOL DISTRICT AT HAMBURG	N	N	-2
3615450	36	New York	IRVINGTON UNION FREE SCHOOL DISTRICT	O	O	4.3998006941
3615480	36	New York	ISLAND PARK UNION FREE SCHOOL DISTRICT	O	O	1.4936397389
3615510	36	New York	ISLAND TREES UNION FREE SCHOOL DISTRICT	O	O	2.0679227085
3615540	36	New York	ISLIP UNION FREE SCHOOL DISTRICT	O	O	5.204831451
3615570	36	New York	ITHACA CITY SCHOOL DISTRICT	O	O	155.56797329
3615630	36	New York	JAMESTOWN CITY SCHOOL DISTRICT	O	O	17.618180084
3615720	36	New York	JEFFERSON CENTRAL SCHOOL DISTRICT	O	O	66.535545338
3615780	36	New York	BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT	O	O	6.9447236821
3615810	36	New York	JERICHO UNION FREE SCHOOL DISTRICT	O	O	12.066685251
3615870	36	New York	JOHNSBURG CENTRAL SCHOOL DISTRICT	O	O	216.93190586
3615900	36	New York	JOHNSON CITY CENTRAL SCHOOL DISTRICT	O	O	21.854816702
3615980	36	New York	JOHNSTOWN CITY SCHOOL DISTRICT	O	O	45.576089156
3615990	36	New York	JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT	O	O	58.88164115
3616080	36	New York	KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT	O	O	43.347963002
3616140	36	New York	KEENE CENTRAL SCHOOL DISTRICT	O	O	156.0099375
3616170	36	New York	AUSABLE VALLEY CENTRAL SCHOOL DISTRICT	O	O	278.37055577
3616200	36	New York	KENDALL CENTRAL SCHOOL DISTRICT	O	O	64.308497954
3616230	36	New York	KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT	O	O	17.111446848
3616260	36	New York	KINGS PARK CENTRAL SCHOOL DISTRICT	O	O	11.007281115
3616290	36	New York	KINGSTON CITY SCHOOL DISTRICT	O	O	90.340177252
3616380	36	New York	LA FARGEVILLE CENTRAL SCHOOL DISTRICT	O	O	88.333710426
3616410	36	New York	LAFAYETTE CENTRAL SCHOOL DISTRICT	O	O	44.069653991
3616440	36	New York	LACKAWANNA CITY SCHOOL DISTRICT	O	O	6.5815138912
3616470	36	New York	LAKE GEORGE CENTRAL SCHOOL DISTRICT	O	O	48.182019376
3616500	36	New York	LAKE PLACID CENTRAL SCHOOL DISTRICT	O	O	174.26354215
3616530	36	New York	LAKE PLEASANT CENTRAL SCHOOL DISTRICT	O	O	184.2031743
3616560	36	New York	EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)	O	O	56.287687433
3616620	36	New York	LAKELAND CENTRAL SCHOOL DISTRICT	O	O	27.692557649
3616680	36	New York	LANCASTER CENTRAL SCHOOL DISTRICT	O	O	33.701288964
3616710	36	New York	LANSING CENTRAL SCHOOL DISTRICT	O	O	54.755302727
3616740	36	New York	LANSINGBURGH CENTRAL SCHOOL DISTRICT	O	O	13.270348743
3616800	36	New York	LAURENS CENTRAL SCHOOL DISTRICT	O	O	54.806999106
3616830	36	New York	LAWRENCE UNION FREE SCHOOL DISTRICT	O	O	8.3075774868
3616950	36	New York	LE ROY CENTRAL SCHOOL DISTRICT	O	O	49.523403969
3616960	36	New York	NORTH WARREN CENTRAL SCHOOL DISTRICT	O	O	139.73671268
3616980	36	New York	NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT	O	O	123.49146096
3617130	36	New York	LETCHWORTH CENTRAL SCHOOL DISTRICT	O	O	135.39490067
3617160	36	New York	LEVITTOWN UNION FREE SCHOOL DISTRICT	O	O	6.331411188
3617190	36	New York	LEWISTON-PORTER CENTRAL SCHOOL DISTRICT	O	O	52.178453723
3617220	36	New York	LIBERTY CENTRAL SCHOOL DISTRICT	O	O	88.986347041
3617380	36	New York	LINDENHURST UNION FREE SCHOOL DISTRICT	O	O	5.7170786119
3617400	36	New York	LITTLE FLOWER UNION FREE SCHOOL DISTRICT	N	N	-2
3617430	36	New York	LISBON CENTRAL SCHOOL DISTRICT	O	O	86.030547632
3617460	36	New York	LITTLE FALLS CITY SCHOOL DISTRICT	O	O	53.849136367
3617520	36	New York	LIVERPOOL CENTRAL SCHOOL DISTRICT	O	O	22.844508932
3617580	36	New York	LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT	O	O	155.08890891
3617640	36	New York	LIVONIA CENTRAL SCHOOL DISTRICT	O	O	77.166289187
3617670	36	New York	LOCKPORT CITY SCHOOL DISTRICT	O	O	33.448438371
3617700	36	New York	LOCUST VALLEY CENTRAL SCHOOL DISTRICT	O	O	14.937166504
3617730	36	New York	LONG BEACH CITY SCHOOL DISTRICT	O	O	4.2844920517
3617760	36	New York	LONG LAKE CENTRAL SCHOOL DISTRICT	O	O	353.85452481
3617820	36	New York	LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT	O	O	258.81650185
3617880	36	New York	LYME CENTRAL SCHOOL DISTRICT	O	O	58.188108207
3617910	36	New York	LYNBROOK UNION FREE SCHOOL DISTRICT	O	O	2.1204592454
3617940	36	New York	LYNCOURT UNION FREE SCHOOL DISTRICT	O	O	1.2858789307
3617970	36	New York	LYNDONVILLE CENTRAL SCHOOL DISTRICT	O	O	63.430819757
3618030	36	New York	LYONS CENTRAL SCHOOL DISTRICT	O	O	56.914709643
3618080	36	New York	MADISON CENTRAL SCHOOL DISTRICT	O	O	55.451251512
3618090	36	New York	MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT	O	O	119.56148677
3618120	36	New York	MAHOPAC CENTRAL SCHOOL DISTRICT	O	O	27.813525777
3618150	36	New York	MAINE-ENDWELL CENTRAL SCHOOL DISTRICT	O	O	49.649508801
3618180	36	New York	MALONE CENTRAL SCHOOL DISTRICT	O	O	357.52603294
3618210	36	New York	MALVERNE UNION FREE SCHOOL DISTRICT	O	O	2.0381866634
3618240	36	New York	MAMARONECK UNION FREE SCHOOL DISTRICT	O	O	6.1953707894
3618270	36	New York	MANHASSET UNION FREE SCHOOL DISTRICT	O	O	4.8346938287
3618330	36	New York	FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT	O	O	43.131310261
3618420	36	New York	MAPLEWOOD COMMON SCHOOL DISTRICT	O	O	0.7960033019
3618450	36	New York	MARATHON CENTRAL SCHOOL DISTRICT	O	O	105.44597002
3618480	36	New York	MARCELLUS CENTRAL SCHOOL DISTRICT	O	O	58.107140651
3618510	36	New York	MARGARETVILLE CENTRAL SCHOOL DISTRICT	O	O	167.73325127
3618540	36	New York	MARION CENTRAL SCHOOL DISTRICT	O	O	42.084135525
3618570	36	New York	MARLBORO CENTRAL SCHOOL DISTRICT	O	O	33.911427003
3618600	36	New York	CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT	O	O	5.2109071548
3618630	36	New York	MASSAPEQUA UNION FREE SCHOOL DISTRICT	O	O	10.793253096
3618660	36	New York	MASSENA CENTRAL SCHOOL DISTRICT	O	O	107.19558276
3618690	36	New York	WILLIAM FLOYD UNION FREE SCHOOL DISTRICT	O	O	16.946497049
3618750	36	New York	MAYFIELD CENTRAL SCHOOL DISTRICT	O	O	46.785244951
3618840	36	New York	MCGRAW CENTRAL SCHOOL DISTRICT	O	O	55.935634065
3618900	36	New York	MECHANICVILLE CITY SCHOOL DISTRICT	O	O	17.454947668
3618960	36	New York	MEDINA CENTRAL SCHOOL DISTRICT	O	O	84.55419446
3618990	36	New York	MENANDS UNION FREE SCHOOL DISTRICT	O	O	2.7276489312
3619020	36	New York	BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT	O	O	14.058329228
3619110	36	New York	MERRICK UNION FREE SCHOOL DISTRICT	O	O	5.4386703722
3619170	36	New York	MEXICO CENTRAL SCHOOL DISTRICT	O	O	125.6915422
3619200	36	New York	MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT	O	O	15.578099204
3619230	36	New York	LONGWOOD CENTRAL SCHOOL DISTRICT	O	O	52.767629425
3619260	36	New York	MIDDLEBURGH CENTRAL SCHOOL DISTRICT	O	O	172.4487986
3619320	36	New York	MIDDLETOWN CITY SCHOOL DISTRICT	O	O	27.700156526
3619350	36	New York	MILFORD CENTRAL SCHOOL DISTRICT	O	O	57.589197711
3619380	36	New York	MILLBROOK CENTRAL SCHOOL DISTRICT	O	O	78.338011605
3619410	36	New York	MILLER PLACE UNION FREE SCHOOL DISTRICT	O	O	6.5819664029
3619500	36	New York	MINEOLA UNION FREE SCHOOL DISTRICT	O	O	2.4914941691
3619530	36	New York	MINERVA CENTRAL SCHOOL DISTRICT	O	O	157.16703359
3619560	36	New York	MINISINK VALLEY CENTRAL SCHOOL DISTRICT	O	O	112.69730671
3619590	36	New York	MOHAWK CENTRAL SCHOOL DISTRICT	O	O	44.890465516
3619650	36	New York	MONROE-WOODBURY CENTRAL SCHOOL DISTRICT	O	O	81.9197282
3619680	36	New York	VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)	O	O	78.745055189
3619710	36	New York	MONTAUK UNION FREE SCHOOL DISTRICT	O	O	18.490033931
3619740	36	New York	MONTICELLO CENTRAL SCHOOL DISTRICT	O	O	186.13840103
3619800	36	New York	MORAVIA CENTRAL SCHOOL DISTRICT	O	O	125.2050106
3619830	36	New York	MORIAH CENTRAL SCHOOL DISTRICT	O	O	65.131491343
3619860	36	New York	MORRIS CENTRAL SCHOOL DISTRICT	O	O	66.850303554
3619890	36	New York	MORRISTOWN CENTRAL SCHOOL DISTRICT	O	O	69.63019597
3619920	36	New York	MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT	O	O	77.701787808
3619950	36	New York	BEDFORD CENTRAL SCHOOL DISTRICT	O	O	51.021800873
3620010	36	New York	MOUNT MORRIS CENTRAL SCHOOL DISTRICT	O	O	37.499527797
3620040	36	New York	MOUNT SINAI UNION FREE SCHOOL DISTRICT	O	O	6.2765074587
3620100	36	New York	MOUNT VERNON CITY SCHOOL DISTRICT	O	O	4.3856770765
3620160	36	New York	MOUNT PLEASANT CENTRAL SCHOOL DISTRICT	O	O	8.296831105
3620170	36	New York	MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT	N	N	-2
3620190	36	New York	NANUET UNION FREE SCHOOL DISTRICT	O	O	5.1553485962
3620220	36	New York	NAPLES CENTRAL SCHOOL DISTRICT	O	O	114.70781679
3620340	36	New York	CLARKSTOWN CENTRAL SCHOOL DISTRICT	O	O	25.998558294
3620370	36	New York	NEW HARTFORD CENTRAL SCHOOL DISTRICT	O	O	25.507264126
3620400	36	New York	NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT	O	O	2.4814072498
3620430	36	New York	NEW LEBANON CENTRAL SCHOOL DISTRICT	O	O	78.597784237
3620460	36	New York	NEW PALTZ CENTRAL SCHOOL DISTRICT	O	O	81.60123599
3620490	36	New York	NEW ROCHELLE CITY SCHOOL DISTRICT	O	O	10.355069213
3620520	36	New York	NEW SUFFOLK COMMON SCHOOL DISTRICT	O	O	1.2682626329
3620580	36	New York	NEW YORK CITY PUBLIC SCHOOLS	O	O	303.37459517
